id,title,department,location,required_skills,preferred_skills,education,experience_required,responsibilities,employment_type,company_name,industry,salary_range,job_posted_date,application_deadline,work_mode
1063,Product Engineer,Backend Team,"Itahari, Karnali Province, Nepal","['cockroachdb', 'gcp', 'graphql apis', 'laravel', 'mongodb', 'php', 'redis', 'scaling', 'svelte', 'tdd']","['gcp', 'laravel', 'php']",master of technology,0,"Work on product engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,TechNepal Ltd,IT Consulting,"NPR 1,116,785–1,781,609",2025-08-04,2025-09-01,Hybrid
1064,Backend Engineer,Backend Team,"Ilam, Lumbini Province, Nepal","['express.js', 'firebase', 'kubernetes', 'microservices', 'python', 'ruby on rails', 'tdd', 'unit testing', 'vue']","['kubernetes', 'vue', 'python']",bachelor of engineering in computer engineering,14,"Work on backend engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,SoftVision,Software Services,"NPR 1,118,712–1,698,043",2025-08-01,2025-08-18,Onsite
1065,DevOps Engineer,Development,"Itahari, Sudurpashchim Province, Nepal","['angular', 'ci/cd', 'digitalocean', 'firebase', 'microservices', 'postgresql', 'ruby on rails', 'rust', 'tdd']","['firebase', 'ruby on rails', 'digitalocean']",bim,0,"Work on devops engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,DataSphere,Data Analytics,"NPR 836,186–1,470,489",2025-08-10,2025-08-25,WFH
1066,Mobile Developer,Backend Team,"Itahari, Madhesh Province, Nepal","['digitalocean', 'express.js', 'integration testing', 'mongodb', 'performance tuning', 'prisma', 'rust', 'unit testing', 'vue']","['mongodb', 'digitalocean', 'prisma']",bachelor of engineering in computer engineering,10,"Work on mobile developer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,TechNepal Ltd,Software Services,"NPR 954,774–1,382,464",2025-08-04,2025-09-01,Hybrid
1067,Data Scientist,Data Science,"Chitwan, Gandaki Province, Nepal","['azure', 'gcp', 'go', 'mongodb', 'nuxt.js', 'redis', 'rest apis', 'security best practices', 'spring boot', 'tdd']","['nuxt.js', 'mongodb', 'go']",bachelor of engineering in computer engineering,3,"Work on data scientist tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,DataSphere,Data Analytics,"NPR 1,062,635–1,844,397",2025-08-06,2025-08-31,WFH
1068,Mobile Developer,Mobile Apps,"Mahendranagar, Sudurpashchim Province, Nepal","['django', 'firebase', 'javascript', 'microservices', 'scaling', 'security best practices', 'svelte']","['svelte', 'django', 'javascript']",master of technology,13,"Work on mobile developer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,SoftVision,Web Development,"NPR 956,141–1,569,789",2025-08-02,2025-08-30,WFH
1069,Backend Engineer,Development,"Dharan, Lumbini Province, Nepal","['c#', 'ci/cd', 'gcp', 'go', 'graphql apis', 'javascript', 'next.js', 'postgresql', 'tdd']","['postgresql', 'go', 'next.js']",bachelor of computer applications,7,"Work on backend engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,SoftVision,Software Services,"NPR 986,377–1,454,517",2025-08-10,2025-09-07,Onsite
1070,Engineering Manager,Frontend Team,"Bhimdatta, Province No. 1, Nepal","['angular', 'apache kafka', 'firebase', 'flask', 'graphql apis', 'grpc', 'prisma', 'rest apis', 'scala', 'sqlite', 'unit testing']","['apache kafka', 'flask', 'prisma']",bim,12,"Work on engineering manager tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,SoftVision,Data Analytics,"NPR 1,022,038–1,234,140",2025-08-05,2025-08-20,Hybrid
1071,Data Engineer,Mobile Apps,"Itahari, Sudurpashchim Province, Nepal","['cockroachdb', 'gcp', 'go', 'graphql apis', 'python', 'react', 'spring boot', 'swift', 'tdd', 'unit testing']","['go', 'react', 'cockroachdb']",bachelor of science in computer science,8,"Work on data engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,CodeWave,IT Consulting,"NPR 817,502–1,492,482",2025-08-08,2025-08-31,Onsite
1072,Engineering Manager,Frontend Team,"Dharan, Madhesh Province, Nepal","['apache kafka', 'azure', 'dynamodb', 'fastapi', 'graphql apis', 'javascript', 'laravel', 'microservices', 'postgresql', 'react', 'scaling']","['postgresql', 'apache kafka', 'javascript']",master of science in it,0,"Work on engineering manager tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,AppWorks Nepal,Mobile Development,"NPR 1,483,073–1,806,308",2025-08-04,2025-08-29,WFH
1073,Data Scientist,Backend Team,"Nepalgunj, Bagmati Province, Nepal","['cockroachdb', 'digitalocean', 'express.js', 'go', 'mobx', 'monolithic apps', 'node.js', 'react', 'rest apis', 'scaling']","['node.js', 'cockroachdb', 'digitalocean']",bachelor of engineering in computer engineering,11,"Work on data scientist tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,CodeWave,Data Analytics,"NPR 1,396,288–2,187,168",2025-08-08,2025-08-24,Hybrid
1074,DevOps Engineer,Mobile Apps,"Butwal, Sudurpashchim Province, Nepal","['aws', 'integration testing', 'javascript', 'monolithic apps', 'mysql', 'node.js', 'rust', 'security best practices', 'vue']","['javascript', 'vue', 'rust']",bachelor of engineering in computer engineering,3,"Work on devops engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,DataSphere,IT Consulting,"NPR 1,293,227–1,724,243",2025-08-06,2025-08-25,Onsite
1075,QA Engineer,Development,"Bhaktapur, Bagmati Province, Nepal","['aws', 'ci/cd', 'nuxt.js', 'php', 'redis', 'security best practices', 'spring boot', 'tdd']","['spring boot', 'nuxt.js', 'aws']",master of science in it,12,"Work on qa engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,AppWorks Nepal,Software Services,"NPR 1,121,075–1,744,122",2025-08-01,2025-08-18,Hybrid
1076,Full Stack Engineer,Development,"Dang, Lumbini Province, Nepal","['azure', 'ci/cd', 'fastapi', 'firebase', 'java', 'monolithic apps', 'postgresql', 'react', 'scaling', 'spring boot', 'unit testing']","['java', 'firebase', 'azure']",master of science in it,0,"Work on full stack engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,SoftVision,IT Consulting,"NPR 1,293,900–1,609,707",2025-08-02,2025-08-18,Onsite
1077,Mobile Developer,Development,"Lalitpur, Gandaki Province, Nepal","['c#', 'cockroachdb', 'django', 'firebase', 'grpc', 'integration testing', 'microservices', 'react', 'redis', 'rest apis', 'terraform']","['cockroachdb', 'grpc', 'redis']",self-taught,15,"Work on mobile developer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,AppWorks Nepal,Web Development,"NPR 812,425–1,566,784",2025-08-06,2025-09-01,Onsite
1078,Product Engineer,Development,"Bhimdatta, Province No. 1, Nepal","['angular', 'fastapi', 'gcp', 'java', 'python', 'rest apis', 'scaling', 'security best practices', 'sqlite']","['python', 'sqlite', 'angular']",bachelor of science in computer science,2,"Work on product engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,DataSphere,Web Development,"NPR 855,090–1,335,307",2025-08-02,2025-08-20,Onsite
1079,Backend Engineer,Backend Team,"Kathmandu, Lumbini Province, Nepal","['bootstrap', 'dynamodb', 'go', 'heroku', 'laravel', 'react', 'rest apis', 'security best practices', 'tdd']","['react', 'heroku', 'go']",master of science in it,3,"Work on backend engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,SoftVision,Software Services,"NPR 1,058,670–1,840,487",2025-08-01,2025-08-26,WFH
1080,Product Engineer,Data Science,"Gorkha, Sudurpashchim Province, Nepal","['django', 'dynamodb', 'firebase', 'graphql', 'graphql apis', 'integration testing', 'monolithic apps', 'scala', 'swift', 'vue']","['scala', 'swift', 'dynamodb']",bachelor of science in computer science,7,"Work on product engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,CodeWave,Mobile Development,"NPR 893,379–1,262,006",2025-08-10,2025-09-02,Onsite
1081,Frontend Engineer,Data Science,"Lalitpur, Lumbini Province, Nepal","['cockroachdb', 'go', 'heroku', 'integration testing', 'kubernetes', 'laravel', 'monolithic apps', 'php', 'python', 'react', 'security best practices']","['php', 'go', 'kubernetes']",bachelor of computer applications,7,"Work on frontend engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,TechNepal Ltd,IT Consulting,"NPR 1,196,579–1,508,135",2025-08-06,2025-08-29,Hybrid
1082,Mobile Developer,Frontend Team,"Lalitpur, Bagmati Province, Nepal","['.net core', 'cockroachdb', 'firebase', 'kotlin', 'microservices', 'next.js', 'python', 'ruby on rails', 'scaling', 'swift', 'unit testing']","['next.js', 'cockroachdb', 'kotlin']",master of business administration (technology),7,"Work on mobile developer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,SoftVision,IT Consulting,"NPR 945,903–1,447,821",2025-08-09,2025-08-28,Hybrid
1083,Data Scientist,Development,"Butwal, Madhesh Province, Nepal","['.net core', 'aws', 'integration testing', 'microservices', 'mongodb', 'redis', 'rust', 'tailwind css', 'unit testing', 'vue']","['mongodb', 'tailwind css', 'vue']",self-taught,12,"Work on data scientist tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,AppWorks Nepal,Mobile Development,"NPR 1,475,696–1,870,985",2025-08-01,2025-08-23,Onsite
1084,Full Stack Engineer,Development,"Jumla, Lumbini Province, Nepal","['digitalocean', 'go', 'laravel', 'microservices', 'mongodb', 'monolithic apps', 'next.js', 'node.js', 'php', 'tdd']","['php', 'node.js', 'digitalocean']",self-taught,12,"Work on full stack engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,CodeWave,IT Consulting,"NPR 818,878–1,210,348",2025-08-03,2025-08-18,Hybrid
1085,Product Engineer,Frontend Team,"Chitwan, Lumbini Province, Nepal","['ansible', 'firebase', 'mongodb', 'monolithic apps', 'nuxt.js', 'rest apis', 'ruby', 'spring boot', 'tdd']","['ruby', 'ansible', 'spring boot']",master of science in it,2,"Work on product engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,TechNepal Ltd,Data Analytics,"NPR 1,428,106–1,806,382",2025-08-04,2025-09-02,Onsite
1086,Full Stack Engineer,Data Science,"Biratnagar, Sudurpashchim Province, Nepal","['ci/cd', 'heroku', 'integration testing', 'java', 'laravel', 'nuxt.js', 'prisma', 'security best practices', 'sqlite', 'swift', 'vue']","['heroku', 'java', 'prisma']",self-taught,6,"Work on full stack engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,AppWorks Nepal,Web Development,"NPR 1,407,635–2,150,386",2025-08-06,2025-09-03,Onsite
1087,QA Engineer,Frontend Team,"Bhimdatta, Province No. 1, Nepal","['elasticsearch', 'firebase', 'java', 'monolithic apps', 'node.js', 'nuxt.js', 'react native', 'rest apis', 'scala', 'sqlite', 'tdd']","['nuxt.js', 'react native', 'firebase']",bachelor of computer applications,11,"Work on qa engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,CodeWave,Mobile Development,"NPR 1,385,258–1,607,177",2025-08-09,2025-09-04,Onsite
1088,Engineering Manager,Mobile Apps,"Mahendranagar, Gandaki Province, Nepal","['digitalocean', 'flutter', 'github actions', 'laravel', 'microservices', 'mongodb', 'nuxt.js', 'python', 'ruby', 'scaling', 'unit testing']","['mongodb', 'ruby', 'python']",bachelor of science in computer science,0,"Work on engineering manager tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,SoftVision,IT Consulting,"NPR 1,040,513–1,506,704",2025-08-03,2025-08-18,WFH
1089,Full Stack Engineer,Frontend Team,"Pokhara, Province No. 1, Nepal","['dynamodb', 'firebase', 'graphql apis', 'monolithic apps', 'next.js', 'ruby on rails', 'typescript', 'unit testing']","['ruby on rails', 'firebase', 'dynamodb']",bim,2,"Work on full stack engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,AppWorks Nepal,Data Analytics,"NPR 860,219–1,627,168",2025-08-01,2025-08-27,Hybrid
1090,Software Engineer,Frontend Team,"Dhangadhi, Sudurpashchim Province, Nepal","['angular', 'bootstrap', 'cockroachdb', 'firebase', 'graphql apis', 'mobx', 'mysql', 'performance tuning', 'redis', 'ruby on rails', 'rust', 'security best practices']","['mobx', 'cockroachdb', 'bootstrap']",bachelor of computer applications,0,"Work on software engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Contract,AppWorks Nepal,Mobile Development,"NPR 1,392,673–1,618,895",2025-08-02,2025-08-17,WFH
1091,Data Scientist,Frontend Team,"Dhangadhi, Province No. 1, Nepal","['ci/cd', 'digitalocean', 'django', 'next.js', 'performance tuning', 'python', 'scaling', 'sqlite', 'tdd']","['python', 'next.js', 'django']",bachelor of engineering in computer engineering,14,"Work on data scientist tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,AppWorks Nepal,Mobile Development,"NPR 862,958–1,469,512",2025-08-10,2025-09-07,WFH
1092,Frontend Engineer,Mobile Apps,"Dhangadhi, Province No. 1, Nepal","['ci/cd', 'fastapi', 'gcp', 'go', 'monolithic apps', 'mysql', 'nuxt.js', 'performance tuning', 'rust', 'svelte']","['nuxt.js', 'go', 'svelte']",master of technology,12,"Work on frontend engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,CodeWave,Data Analytics,"NPR 1,324,373–2,119,134",2025-08-01,2025-08-27,WFH
1093,Data Engineer,Development,"Itahari, Lumbini Province, Nepal","['ci/cd', 'digitalocean', 'fastapi', 'java', 'microservices', 'mysql', 'python', 'react', 'redis', 'tdd']","['react', 'mysql', 'python']",master of science in it,0,"Work on data engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,DataSphere,IT Consulting,"NPR 986,688–1,532,183",2025-08-10,2025-09-09,Onsite
1094,Backend Engineer,Mobile Apps,"Hetauda, Bagmati Province, Nepal","['aws', 'ci/cd', 'fastapi', 'firebase', 'nuxt.js', 'performance tuning', 'python', 'rest apis']","['firebase', 'fastapi', 'aws']",diploma in it,11,"Work on backend engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,SoftVision,IT Consulting,"NPR 1,209,107–1,959,136",2025-08-05,2025-08-24,Onsite
1095,Frontend Engineer,Development,"Butwal, Province No. 1, Nepal","['angular', 'azure', 'ci/cd', 'cockroachdb', 'go', 'java', 'laravel', 'mongodb', 'monolithic apps', 'scaling', 'swift']","['laravel', 'mongodb', 'azure']",bachelor of engineering in computer engineering,0,"Work on frontend engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Part-time,SoftVision,Data Analytics,"NPR 848,663–1,580,960",2025-08-04,2025-08-25,Onsite
1096,DevOps Engineer,Mobile Apps,"Bhimdatta, Madhesh Province, Nepal","['.net core', 'ci/cd', 'digitalocean', 'postgresql', 'react', 'rust', 'scaling', 'svelte', 'tdd', 'typescript']","['typescript', 'postgresql', 'svelte']",master of technology,13,"Work on devops engineer tasks, collaborate with teams, maintain code quality, and deliver features on time.",Full-time,TechNepal Ltd,Software Services,"NPR 917,821–1,694,648",2025-08-01,2025-08-25,Hybrid
